id,used_mock,skip_reason,label,sentiment,category,post,s1_summary,s1_salient,s1_estimated_risk,s2_text,s2_target,s2_style
104,emulated,,postpartum,neutral,postpartum,"@xakana What type of ED do you have? Message me if you need anything! I had anorexia nervosa 1.5-2 years ago, caused by postpartum depression. It sucked.",Parent reports anxiety spikes at night; notes breastfeeding latch challenges and older sibling care load.,breastfeeding latch challenges; older sibling care load,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—breastfeeding latch challenges, older sibling care load showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
105,emulated,,postpartum,neutral,postpartum,"I feel guilty for feeling this way, like I should be grateful for everything I have, but all I can feel is this sense of emptiness.",Parent reports anxiety spikes at night; notes three-hour feeding cycles and colicky evenings.,three-hour feeding cycles; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—three-hour feeding cycles, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
106,emulated,,atypical,neutral,postpartum,stressed tings. i think i have hypersomnia or a sleep disorder-,Parent reports overwhelm when routines collapse; notes return-to-work pressure and colicky evenings; mentions sleep.,return-to-work pressure; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—return-to-work pressure, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
107,emulated,,postpartum,neutral,postpartum,Postpartum depression is REAL yall! Like I always used to think why are people not happy with their new bundles of joy?!? But now I know!! I LOVE my life and even MORE MY BABY!! But u randomly get these balls of sadness thrown at uã‚º thankful for the support system I have tho,Parent reports loneliness when everyone leaves; notes colicky evenings and breastfeeding latch challenges; mentions support.,colicky evenings; breastfeeding latch challenges,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—colicky evenings, breastfeeding latch challenges showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
108,emulated,,psychotic,neutral,postpartum,"I feel like I'm losing my grip on reality. Everything is starting to feel like a blur, like I'm living in a movie that's moving too fast. I can't keep up with my thoughts, they're racing through my mind like a whirlwind. I try to slow them down, but they just keep spinning out of control.",Parent reports loneliness when everyone leaves; notes post-cesarean soreness and three-hour feeding cycles.,post-cesarean soreness; three-hour feeding cycles,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—post-cesarean soreness, three-hour feeding cycles showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
109,emulated,,postpartum,neutral,postpartum,Let me just tell you if I didnt have God in my life and weed idk how bad my postpartum depression would have gotten,Parent reports fatigue that lingers through the day; notes short parental leave and limited local support.,short parental leave; limited local support,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—short parental leave, limited local support showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
110,emulated,,bipolar,neutral,postpartum,"There are days when it feels like I'm living in a world of hopelessness, and it's hard to see any light at the end of the tunnel. It's like I'm trapped in a dark place.",Parent reports irritability that turns to remorse; notes return-to-work pressure and short parental leave.,return-to-work pressure; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—return-to-work pressure, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
111,emulated,,major depressive,neutral,postpartum,"I went from having a C- average in school with Major Depressive Disorder last year to having a B average in school with Major Depressive Disorder this year.
 
 Moral of the story is that no matter what you do to improve yourself, you will always have Major Depressive Disorder.",Parent reports tearfulness without a clear reason; notes colicky evenings and short parental leave.,colicky evenings; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—colicky evenings, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
112,emulated,,psychotic,neutral,postpartum,"It's like I'm walking through a thick fog, with no clear path ahead of me. The sadness and despair are so heavy that it's like a weight dragging me down, making it difficult to move forward.",Parent reports worry that I’m not bonding; notes identity shift after birth and sleep fragmentation.,identity shift after birth; sleep fragmentation,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—identity shift after birth, sleep fragmentation showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
113,emulated,,bipolar,neutral,postpartum,i got diagnosed with bipolar disorder 2 years ago. 2 years that i've been telling my psychiatrist that i feel like i got the wrong diagnosis and i might have BPD... she's still not listening,Parent reports self-doubt during feeds; notes return-to-work pressure and post-cesarean soreness.,return-to-work pressure; post-cesarean soreness,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—return-to-work pressure, post-cesarean soreness showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
114,emulated,,postpartum,neutral,postpartum,"The days seem to blur together, a never-ending cycle of feedings, diaper changes, and sleepless nights. I feel like I'm just going through the motions, with no end in sight.",Parent reports guilt about not doing enough; notes post-cesarean soreness and partner on late shifts; mentions sleep.,post-cesarean soreness; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—post-cesarean soreness, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
115,emulated,,psychotic,neutral,postpartum,@FullMeasureFill @Psych_MD @TrudoLemmens @StanKutcher @acoyne @StephanieLevitz I have had multiple bouts of psychotic depression. I KNOW.,Parent reports anxiety spikes at night; notes older sibling care load and language barrier at clinic.,older sibling care load; language barrier at clinic,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—older sibling care load, language barrier at clinic showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
116,emulated,,postpartum,neutral,postpartum,@MfokaMqulusi 2017 a year after I had my daughter. I had the worst  depression ever. Even today 5 years later m scared to have another child æª°å¾‘éˆ²éˆ¾é””å½Šå•…è§£å¶æ¬™ç¬ã‚ºã‚º.,Parent reports guilt about not doing enough; notes breastfeeding latch challenges and older sibling care load.,breastfeeding latch challenges; older sibling care load,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—breastfeeding latch challenges, older sibling care load showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
117,emulated,,major depressive,neutral,postpartum,@94cbg hi i have generalized anxiety disorder and major depressive disorder,Parent reports fatigue that lingers through the day; notes financial stressors and partner on late shifts; mentions anx.,financial stressors; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—financial stressors, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
118,emulated,,postpartum,neutral,postpartum,"@LeroyClarke16 @BadGyallRiRi So that i will possibly have to deal with Postpartum depression, nah I am good. I will endure those 5/6 days every month for now",Parent reports restlessness even when the baby sleeps; notes return-to-work pressure and breastfeeding latch challenges.,return-to-work pressure; breastfeeding latch challenges,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—return-to-work pressure, breastfeeding latch challenges showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
119,emulated,,postpartum,neutral,postpartum,"I honestly think Ive been suffering from Postpartum depression for the past 4 years, but Im so used to operating at this level that Ive just chalked it up to thats who I am. 
 
 But..... oh but.... https://t.co/bZ6QhG4Viq",Parent reports tearfulness without a clear reason; notes limited local support and formula transition uncertainty.,limited local support; formula transition uncertainty,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—limited local support, formula transition uncertainty showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
120,emulated,,postpartum,neutral,postpartum,"It's like I'm trapped in my own mind. The more I try to push these feelings away, the stronger they become. I feel like I'm losing myself.",Parent reports overwhelm when routines collapse; notes return-to-work pressure and partner on late shifts.,return-to-work pressure; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—return-to-work pressure, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
121,emulated,,atypical,neutral,postpartum,@erikaheidewald thanks for sharing how youre going about it! I have a é‰hypersomniaé‰‚ diagnosis but sometimes I wonder if its more avoidance sleep. I really need to sit down  write my values intentionally bc I plan to use them as a core remin,Parent reports anxiety spikes at night; notes identity shift after birth and colicky evenings; mentions sleep.,identity shift after birth; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—identity shift after birth, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
122,emulated,,psychotic,neutral,postpartum,"It's like there's a thick, black fog that surrounds me. Everything seems distorted and it's hard to differentiate between what's real and what's not. I feel like I'm constantly walking on eggshells, waiting for something terrible to happen.",Parent reports irritability that turns to remorse; notes return-to-work pressure and colicky evenings.,return-to-work pressure; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—return-to-work pressure, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
123,emulated,,major depressive,neutral,postpartum,I wish I could just shut off my brain and stop the constant stream of negative thoughts. It's exhausting to be my own worst enemy all the time.,Parent reports restlessness even when the baby sleeps; notes formula transition uncertainty and moved recently.,formula transition uncertainty; moved recently,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—formula transition uncertainty, moved recently showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
124,emulated,,bipolar,neutral,postpartum,I dont have ADHD I have bipolar disorder wow what a revelation,Parent reports guilt about not doing enough; notes post-cesarean soreness and limited local support.,post-cesarean soreness; limited local support,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—post-cesarean soreness, limited local support showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
125,emulated,,major depressive,neutral,postpartum,"Even things that used to bring me joy or comfort feel hollow and meaningless now. It's like the color has been drained from my world, and I can't find a way to get it back.",Parent reports self-doubt during feeds; notes language barrier at clinic and short parental leave.,language barrier at clinic; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—language barrier at clinic, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
126,emulated,,major depressive,neutral,postpartum,@dtalmasov i have trigeminal neuralgia..idiopathic intracranial hypertension..and major depressive disorder. Sounds like i need to make an appointment with you! æ§…ãŠæ§…æ†¤,Parent reports restlessness even when the baby sleeps; notes three-hour feeding cycles and partner on late shifts.,three-hour feeding cycles; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—three-hour feeding cycles, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
127,emulated,,no,neutral,postpartum,officials are blasting us in the ass but hopefully thatll be overturned,Parent reports anxiety spikes at night; notes limited local support and moved recently.,limited local support; moved recently,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—limited local support, moved recently showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
128,emulated,,atypical,neutral,postpartum,"@flatmermaid Do you possibly have cataplexy? I have idiopathic hypersomnia, so similar family.",Parent reports self-doubt during feeds; notes breastfeeding latch challenges and colicky evenings.,breastfeeding latch challenges; colicky evenings,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—breastfeeding latch challenges, colicky evenings showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
129,emulated,,no,neutral,postpartum,this will probably be my favorite play of the season by the time were done but then again with the rate at which this line is making plays theres always chance thatll change,Parent reports worry that I’m not bonding; notes formula transition uncertainty and breastfeeding latch challenges.,formula transition uncertainty; breastfeeding latch challenges,EPDS 5–9 (watchful waiting) – psychoeducation,"Today was uneven, but not all of it was hard. The day stacked up into small moments that spilled over—formula transition uncertainty, breastfeeding latch challenges showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
130,emulated,,postpartum,neutral,postpartum,"If you're feeling like I am, please know that you're not alone. Postpartum depression is a real thing, and it's nothing to be ashamed of. There is help out there, whether it's therapy, medication, or just talking to someone who understands. You don't have to suffer in silence.",Parent reports anxiety spikes at night; notes partner on late shifts and post-cesarean soreness.,partner on late shifts; post-cesarean soreness,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—partner on late shifts, post-cesarean soreness showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
131,emulated,,major depressive,neutral,postpartum,"It's hard to explain the emptiness I feel inside. It's like a void that can't be filled no matter what I do. I'm constantly searching for something to make me feel whole, but nothing seems to work.",Parent reports worry that I’m not bonding; notes post-cesarean soreness and financial stressors.,post-cesarean soreness; financial stressors,EPDS 5–9 (watchful waiting) – psychoeducation,"I noticed my nerves buzzing again even when the room was quiet. The day stacked up into small moments that spilled over—post-cesarean soreness, financial stressors showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
132,emulated,,no,neutral,postpartum,immediately thought the ref was clown for calling td the replay confirmed it that toe drag was nuts and probably sealed the win very nice,Parent reports fatigue that lingers through the day; notes limited local support and short parental leave.,limited local support; short parental leave,EPDS 5–9 (watchful waiting) – psychoeducation,"Tonight felt heavier than I wanted to admit. The day stacked up into small moments that spilled over—limited local support, short parental leave showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
133,emulated,,bipolar,neutral,postpartum,I can't believe my mom STILL doesn't get that I do in fact have bipolar disorder. Does she not believe my therapist or what,Parent reports anxiety spikes at night; notes limited local support and three-hour feeding cycles.,limited local support; three-hour feeding cycles,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m learning to slow down when the spiral starts. The day stacked up into small moments that spilled over—limited local support, three-hour feeding cycles showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
134,emulated,,atypical,neutral,postpartum,(i have hypersomnia you will not be happy),Parent reports loneliness when everyone leaves; notes formula transition uncertainty and partner on late shifts.,formula transition uncertainty; partner on late shifts,EPDS 5–9 (watchful waiting) – psychoeducation,"I’m still figuring out what rest looks like with a newborn. The day stacked up into small moments that spilled over—formula transition uncertainty, partner on late shifts showed up again, and I caught myself believing I should be handling it better. I tried a pause: hands on the chair, feet on the floor, breath in for four, out for six. It didn’t fix everything, but it loosened the knot enough to notice the soft parts too—a decent latch, a quiet minute by the window, a smile I didn’t force. I’ll keep expectations gentle, take a short walk, and try again after a pause. One moment at a time is less glamorous than a breakthrough, but it feels true. Tonight I’ll leave a glass of water by the bed and let the next hour be enough.",EPDS 5–9 (watchful waiting) – psychoeducation,first-person postpartum diary
