Post,Label,Category,Sentiment
@mattkoonmusic I was diagnosed with postpartum depression after I had my son and my Doctor put me on a barrage of anti depressants that landed me in a mental health facility bc I didnt have thatçŒžit still took another 5 years to get a ADD diagnosis,postpartum,postpartum,neutral
Reading Verity is just confirming how much I don't have postpartum depression or psychosis,postpartum,postpartum,neutral
I really am just ruined. I have been going through postpartum depression EXTREMELY bad recently and I dont know how to fix myself. I need to get better for me and my baby girl. But I feel so broken. I feel so lost. I dont know what to do anymore.,postpartum,postpartum,neutral
I spoke up about struggling with postpartum depression and I was told I have nothing to be depressed about... this is exactly why so many people suffer in silence,postpartum,postpartum,neutral
In the past two years my life changed. I had a group of friends and now I barely have friends. I had postpartum depression so bad no one understood me. But it open my eyes to a lot of shit. One thing I can say you can be there for everyone but whos going to be there for you?,postpartum,postpartum,neutral
Only postpartum depression I have is not getting my nails nshit done,postpartum,postpartum,neutral
I feel like I have postpartum depression after my own birth. This shit goes both ways.,postpartum,postpartum,neutral
"Ive been feeling a bit sad the past two or so weeks, and Im wondering if Im finally getting some postpartum depression? My postpartum anxiety has been acting up, so maybe my hormones have shifted again. Either way, it sucks.",postpartum,postpartum,neutral
I didnt want to accept it but I have to but I think Im still in my postpartum depression stage. Ive been fighting it and havent been wanting to admit that Im going through it but I am and I promise you its not for the weak. No man will ever understand.,postpartum,postpartum,neutral
"to my own struggles with Postpartum Depression to watching others go through anxiety, depression, severe OCD, NPD,  bipolar disorderçŒž I have SEEN physical evidence of change. Be Ye transformed by the renewing of your MIND Romans12:2 also be careful with #TV AND #music",postpartum,postpartum,neutral
"I feel like I have  been going thru small episodes of postpartum depression  I still managed to figure a way out, work  be a momçŒž not easy but worth it. I have to keep myself together for my baby always. Kaya mo yan self.",postpartum,postpartum,neutral
Lmaooo after healing thru postpartum depression I realized so many narcissistic relationships I haveæ§·éˆ²æŒ©,postpartum,postpartum,neutral
"Absolutely beautiful and real AF, I have postpartum depression and it wasnt until long after he was born. This show is so deep! Thought provoking and rich with such fabulous fight choreography! https://t.co/0ZVygIPjhL",postpartum,postpartum,neutral
@JamieVa36757924 @ToulasTake We each have our histories. I didn't learn French in 4 years because I came here with a newborn and severe postpartum depression and couldn't get medical care for 6 months and then had to grieve the death of my daughter. Start,postpartum,postpartum,neutral
Postpartum depression is realllll I thought I didnt have this sht until I started feeling all these symptoms,postpartum,postpartum,neutral
Postpartum depression has made it difficult for me to write right now. About anything. She is vile. She is me.. but I do have a whole page about her in my upcoming book Ill be releasing next year.,postpartum,postpartum,neutral
Realizing that I had and have postpartum depression since Ive gave birth is eye opening æ§¶,postpartum,postpartum,neutral
I have what looks like a postpartum depression,postpartum,postpartum,neutral
"I am thankful to have gotten through the tough parts of postpartum depression. I am lowkey still suffering though, Im peeping. Im gonna have a self care / clean up day to make me feel better",postpartum,postpartum,neutral
Im trying not to let postpartum depression get me in a chokehold but so many things pertaining to my baby have me in instant tears. I feel insufficient sometimes. æ§˜,postpartum,postpartum,neutral
"@AlliThisTime @Brehmel @elonmusk I have two kids. And I had postpartum depression with my first. Not a laughing matter.
 
 I've also had a Mercedes, a Honda, and a Toyota. I know what crap cars are out there. And I knwo that no brand is perfect.
 
 Also, ",postpartum,postpartum,neutral
"I have this fantasy that the twins will magically become easier to deal with and my postpartum depression will suddenly disappear on the day they turn one.
 
 I realize this is unrealistic, but let me dream Ok?",postpartum,postpartum,neutral
Postpartum depression is so real Ive never felt more alone in my life. i have no one that i can relate to or talk to in this world. i feel like one minute Im okay and then im not.i dont want to be here but whos gonna love my baby more than me.,postpartum,postpartum,neutral
"Welp. I have postpartum depression again. 
 
 Heres a few thoughts about having it for the second time- 1) I know this season of my life wont last forever. I got through it once and I can do it again.",postpartum,postpartum,neutral
"When you have postpartum depression and ppl give you shit , it hurts lowkey but i aint gonna say shit",postpartum,postpartum,neutral
"I played while breastfeeding [and] through postpartum depression. But I didnt get there... I didnt show up the way I should have or could have. But I showed up 23 times,  thats fine. actually its extraordinary - @serenawilliams @voguemagazine (2/10) https://t.co/ta9AEKkE0b",postpartum,postpartum,neutral
im so sad my tik tok got suspended just as i was getting views i feel like i have postpartum depression,postpartum,postpartum,neutral
@janetmachuka_ Am forced to go to office but I have noticed that I have developed postpartum depression which will not heal until my preferred candidate is declared the winner å¼³. So for now ni YouTube,postpartum,postpartum,neutral
"Is it jealousy, or I have postpartum depression, I feel so depressed and tired every day.",postpartum,postpartum,neutral
"é‰I played while breastfeeding. I played through postpartum depression. But I didnt get there. Shoulda, woulda, coulda. I didnt show up the way I should have or could have. But I showed up 23 times, and thats fine. Actually its extraordinary.é‰‚",postpartum,postpartum,neutral
"The way I see it, I should have had 30-plus grand slams. I had my chances after coming back from giving birth. I went from a C-section to a second pulmonary embolism to a grand slam final. I played while breastfeeding. I played through postpartum depression. - SERENA WILLIAMS",postpartum,postpartum,neutral
"Well I get sad sometimes, but that's when you feel: oh I desired this so much and now it's finished. I have no more desires. (Kinda like postpartum depression)
 
 The thing is, u can always have more desires.",postpartum,postpartum,neutral
"Postpartum depression is no joke, I dont have the energy for anything. I dont even leave my house unless I really reallyyyy have too, like for to pay the bills and the kids appointments.",postpartum,postpartum,neutral
very much convinced i have postpartum depression. but what can ya do ã—å¾Žéˆ²éˆ¾é””ï¿½ cant stop being a mom to take care of myself so oh well. keep on trucking æ§“,postpartum,postpartum,neutral
"@heyhamdah I always knew motherhood was way difficult in old times.even today it's not an easy task. But after becoming a mother myself and dealing with postpartum depression etc, i cannot imagine how my mother had felt when i was born. Honestly, I don't",postpartum,postpartum,neutral
"@setoacnna Lol, if I was born with this 'mystical maternal womanhood' maybe I didn't have to fight postpartum depression for the last 10 bloody years æª®î˜¹
 Mystical womanhood my arse!",postpartum,postpartum,neutral
"@EmilyWKennedy @bigeliw @AssusReamus I've been in therapy over this for years. My Postpartum Depression had me suicidal. I didn't want this kid. Her father did  he took my choice away  forced me to have her so I have a lot of bitterness, sadness",postpartum,postpartum,neutral
@amyrichau I was in such a bad place postpartum Im actually really glad breastfeeding wasnt an option (due to my delivery) because I think I would have fallen deep into postpartum depression if Id had to deal with that pressure,postpartum,postpartum,neutral
"It's only been 16 days since I gave birth but this whole staying in and resting and healing, is depressing as shit. No wonder why so many women have postpartum depression..",postpartum,postpartum,neutral
"@Phillygrrl I did not know. I assume you were pregnant? Many women, including me, have endured this loss in silence and ignorance. My own journey was enormously disruptive. It changed the course of my life. Only later did I know I was going through postpa",postpartum,postpartum,neutral
Im absolutely HAPPY with my life of course things could be better but I honestly have nothing to complain about çŒž Its just this Postpartum Depression æ§š,postpartum,postpartum,neutral
I thought my postpartum depression/anxiety was in check. Then I remembered there was an hour today I had convinced myself I have cancer. I almost pulled out the pack and play so the baby could sleep in our room tonight (he had a mild allergic reaction that is not new for us).,postpartum,postpartum,neutral
i looked up my symptoms and google says i have postpartum depression,postpartum,postpartum,neutral
@AmazonHelp No the delivery date hasnt changed in the confirmation email but before I ordered it stated prime one day which is why Im upset as I use Amazon prime for convenience so I dont have to leave the house as I suffer from postpartum depres,postpartum,postpartum,neutral
"last year I was at the club for my bday, this year I have é‰â•¬ostpartum depressioné‰ï¿½",postpartum,postpartum,neutral
I feel like i change its not the good kindçŒž idk if my postpartum depression did this because I have never gone to this point in life and I just feel horrible.,postpartum,postpartum,neutral
"Please do NOT have a baby young for the sake of é‰free therapyé‰‚
 I was never more depressed than after I had Arya. I still struggle with postpartum depression on top of my MDD.
 A baby isnt therapy. You love your baby more than life itself but this is not a reason to have one.",postpartum,postpartum,neutral
"I just took a poop so big, I have postpartum depression now",postpartum,postpartum,neutral
This shit is rough on my own.. I have everything I prayed for and Im still lettin postpartum depression get to me.. this shit beyond me.,postpartum,postpartum,neutral
"Ive been struggling with postpartum depression since I had my son. I still struggle with loving myself, knowing and accepting I deserve love and feeling happy. But I cant give up I have to keep pushing for his sake.",postpartum,postpartum,neutral
once i get a nose fix nd my tits done and start weightlifting again nd eat right nd overcome postpartum depression and cure my bpd nd have money for ladhes nd nails its over for u vile bitches,postpartum,postpartum,neutral
To all my simmers who are going through mental health crisis or issues. I'm here for you. I know what anxiety depression and postpartum depression feels like. I have been there and it's awful. I'm sending you hugs and prayers right now. You are amazing. Keep pushing!,postpartum,postpartum,neutral
"As a woman who has experienced postpartum depression twice, I made this thread to let other women know they are not alone. The feelings and thoughts you may have arent you being ungrateful, doesnt mean youre a bad mom. I just want you to know, its okay!",postpartum,postpartum,neutral
"@BorahaeEveryTwo @BTS_twt Then I was in the depths of postpartum depression, it was Jimin saying that there was one person in the city of Seoul that loved me and was rooting for me that helped me climb up out of the hole æŒ when im down I always remind ",postpartum,postpartum,neutral
"One of our members shared, I realized, years later, that I was dealing with postpartum depression. None of my providers ever asked me questions that allowed me to see that what I was experiencing was something that I should have, and could have, received care for. #bmmhw2022",postpartum,postpartum,neutral
"i have postpartum depression , anxiety , overthink . and did you know what my partner said (nag iinarte ka lang) wtf .",postpartum,postpartum,neutral
"i havent been emotional whatsoever, which has me paranoid that postpartum depression is just gonna hit me like a truck after i have a baby",postpartum,postpartum,neutral
The fact that I had my baby 15 months ago and this week I finally feel like Im back to myself and finally have a better outlook on life and myself is crazy. I had postpartum depression very bad. There were some scary days. I am just so happy that I finally feel better about me!,postpartum,postpartum,neutral
@AngeBassa I have postpartum depression and it was debilitating. happy to talk about it and share my experience.,postpartum,postpartum,neutral
I have the worst postpartum depressioni be trying to hide itæ§±,postpartum,postpartum,neutral
just took the shit that has been sitting inside my bowels for five days and i now have postpartum depression,postpartum,postpartum,neutral
"@EricShapiro3 I was fired for needing more time off with postpartum depression as a member of UAW.
 
 I'm on board with unions 100%, but most of the old guard have been taken over by the same interests that led us to make the unions in the first place.",postpartum,postpartum,neutral
its the fact that i havent healed from my postpartum depression and those around me have no idea. or they do but dont care enough,postpartum,postpartum,neutral
"@SteelyStreams I was a SAHM for the first time due to Covid shut down and had severe postpartum depression after having my daughter. I didnt have any purpose in life but be a good mom/wife. Gaming, streaming, my community gave me back my voice that I l",postpartum,postpartum,neutral
"100% !! when I went though postpartum depression after the birth of Jayde, it went unnoticed by sooo many people that should have seen it. But they moved as if it was nothingçŒž",postpartum,postpartum,neutral
"@jeanlalumiere @Steedaa1 @EZogalis You do understand people have life happening right? In my first 6 months in Quebec I had severe postpartum depression, PTSD and was grieving the death of my daughter. I could barely get out of bed. It took me a year to s",postpartum,postpartum,neutral
"I really want this postpartum depression shit to be over, I just wanna be happy and have fun again",postpartum,postpartum,neutral
@Sleepon23 Anytime I need you to get him you wanna act like youre busy or some shit. You dont even have a job. Wtf. Just like when I was going through postpartum depression you didnt wanna get him.,postpartum,postpartum,neutral
look like ima have postpartum depression bad and i dont like the sound of that i jst wan make sure my baby happy,postpartum,postpartum,neutral
"Hello yes my SSRI is the only thing that kept me functioning after I suffered from severe postpartum depression  anxietyçŒž 
 So what are you gonna do with all the people you are forcing to have babies???",postpartum,postpartum,neutral
"When postpartum depression hits hard and you just want to sleep all day but have to get up and show up for your kids.
 
 I'm so, so tired.",postpartum,postpartum,neutral
"My postpartum depression was the worst thing I have ever experienced in my life. And I had to hide it. A few people knew, but so many shamed me for it and said it was my fault for feeling that way. UNREAL.",postpartum,postpartum,neutral
I really wish I didnt have postpartum depression,postpartum,postpartum,neutral
Honestly Im sure at this point I have high functioning postpartum depression,postpartum,postpartum,neutral
"@dayytonerr @DatGirlKaylee I was scared. I didnt know if I wanted to be a mom. And I didnt bond with Treyson. I didnt have maternal instincts, I didnt want him because of my postpartum depression. This is my first time putting this on social medi",postpartum,postpartum,neutral
"@ScottLEOWarrior @swapleonicorn I want to work hard for my son but I really have nothing to do, I can't go to work because I have h all day long, I get so bored sitting here @ my parents house all day, I still am struggling with postpartum depression ",postpartum,postpartum,neutral
"@annie733 @SpenceAnti @IvNuggs Since I moved here I have grieved the death of my daughter, raised my newborn in postpartum depression, struggled with disability, got diagnosed with ADHD, dealt with other family deaths. Struggled with kids home sick during",postpartum,postpartum,neutral
"As someone who is still dealing with postpartum depression to the point where I have chest pains and feel like I cant breathe sometimes, I am angry to the point of tears over what is going on rn. No one should be forced to experience this.",postpartum,postpartum,neutral
@LeahKonen Severe postpartum depression after 18 hours of back labor and eventual c-section to deliver my baby. My life and body have never been the same. Who am I to judge another womans decision? Being a woman is HARD SHIT. Even when you have a healt,postpartum,postpartum,neutral
"5. I suffered from sever postpartum depression and anxiety
 6. Have to pay $280/mo out of pocket for my psychiatrist appointments to address the depression and anxiety even now, 6 years later (new insurance with United, same bullshit)",postpartum,postpartum,neutral
"I almost killed myself because my postpartum depression was so bad (and I WANTED to have Theo) and now its being forced upon individuals, my heart aches for the people who are going to suffer",postpartum,postpartum,neutral
@3rdTimeUnder No they're very different things. I had postpartum depression but I have never had an abortion. I have never killed anything. æª® https://t.co/ru595OyXLL,postpartum,postpartum,neutral
You know whats terrible is when I had K got severe postpartum depression and anxiety that stuck with me for well over a year. Do you think the state wanted to pay for me to have therapy for it? No. This country dont care about mental health and it shows. Women are 10 times more,postpartum,postpartum,neutral
"Going through both pregnancies alone, having horrible postpartum depression after my son, and then having nurses jump on me to pull my daughter out of me, I think I should have the choice to get my tubes tied without a bunch of questions or being told Ill regret it",postpartum,postpartum,neutral
@ClarkeAtAmerica Do they have these? All the new moms Ive known employed by Catholic churches get ridiculously short maternity leaves and one even got fired after being forced back early and struggling with postpartum depression. I was counseled away f,postpartum,postpartum,neutral
As a woman who struggled so bad with postpartum depression I feel that everyone woman should have their own choice if they want to bring a human into this world #mybodymychoice,postpartum,postpartum,neutral
"I have a daughter by choice. And postpartum depression and anxiety nearly killed me. If I were to get pregnant again, I dont think I will survive through it again. The ban on abortions greatly impacts the perinatal mental health community.",postpartum,postpartum,neutral
I couldnt bear to look at my charms today like I have art postpartum depression today is my cheat dayçŒž,postpartum,postpartum,neutral
"@eb_doesit All praises! Im so happy that you have broken out the bonds that our community has put on us. If you ever need help, please know I am here. I suffered from postpartum depression and felt soooo alone. Like I couldnt share what I was feelin",postpartum,postpartum,neutral
I know its still early but I fully expected to have severe postpartum depression. I think having an incredible birth experience changed the course of that.,postpartum,postpartum,neutral
@GeminiDevine @bigtitties007 Maybe you missed where I shared that my weight had in the past yoyo-ed from 155 to over 200lbs as a result of depression/emotional eating and postpartum depression. I also shared that I have friend and family who struggled wi,postpartum,postpartum,neutral
Postpartum depression hit me hard this time around æ§© I have two broke down this morning !!!,postpartum,postpartum,neutral
i kinda have postpartum depression but for my sideburns,postpartum,postpartum,neutral
But the point is where the hell you'll get the idea that I have a Postpartum Depression that cling into your mind because I just gave birth. There's so many things going on that I'm pretty sure that I don't have time to entertain. But Depression? Who are you kidding?,postpartum,postpartum,neutral
Its like I have postpartum depression without the baby,postpartum,postpartum,neutral
"@harmonizedgrace @Strangeland_Elf ALSO THIS! YOU know your body best. i will admit it is VERY hard to sleep with a new born. i also got very bad postpartum depression which didnt help.
 
 while not being able to sleep is an EXTREMELY valid concern, if ",postpartum,postpartum,neutral
Some days I have postpartum depression,postpartum,postpartum,neutral
"Here it is. Nov 1 SW: 220, CW: 165. #NSNG, Zone 2 training @Echelon_Fit, consistency. I had twins a year ago, dealt with postpartum depression, and felt like shit. Now Im on top of the world. Couldnt have done it without @VinnieTortorich @AnnaVocino @MaryPKole @owensmi87417103 https://t.co/Y1L4oM9827",postpartum,postpartum,neutral
"This!!!!. Parenting has made me realize that I'm not selfless. I actually don't mind providing financially, but it's the constant having to give of my time and freed that gets to me. I can't do it. Yoh I'll admit I'm a shit mother. I think I have postpartum depression.",postpartum,postpartum,neutral
I literally feel like I have to get cute and go out some where in order to control my postpartum depression.,postpartum,postpartum,neutral
"@PhathekaPat @Mpumiln Phew. I get that. I might have cried a few times during those painfully helpless nights. Add to that, I had postpartum depression. Hayi.",postpartum,postpartum,neutral
"Storytime
 I was prescribed antidepressants 25 years ago after the birth of our middle son. I was told I had postpartum depression and the meds would help. I weaned myself off gradually and have been Rx free for about a month and a half now.",postpartum,postpartum,neutral
é‰i just had a baby and i was stressed out to the point that i bashed its head in or shook it to death but its ok honestly because i have postpartum depression and that is my get out of jail free cardé‰‚,postpartum,postpartum,neutral
My doctor thinks I have postpartum depression and if that is true I think getting a tattoo would fix it.,postpartum,postpartum,neutral
@Jayecane Breath hun Ive felt this way so@many times Ive got postpartum depression age 42 had baby in October I was 41 then he is beautiful I had my almost 4 year old at age 38 and I have grown kids so its ok sometimes might not feel like it is b,postpartum,postpartum,neutral
rereading this thread and realizing that lol duh. I have postpartum depression. ok,postpartum,postpartum,neutral
"since I developed pretty bad postpartum depression (bukan diagnosa mandiri, diagnosa psikolog), I tried to have a nanny help me take care of the baby during the day. three nannies in, they fucked me up more than they helped me. I honestly feel so done with this.",postpartum,postpartum,neutral
I have postpartum depression ever since getting my kitten,postpartum,postpartum,neutral
"i have soooo many things i want to rant here but i dont want it to sound as if im having the postpartum depression/ breakdown. but urgh, bloody elllllllllllllllllll.",postpartum,postpartum,neutral
"@tim_ashley @waltshaub Untreated adhd (poor impulse control), depression, health issues. I havent been the same since having my daughter. I gained weight, had postpartum depression, developed immune issues and have been struggling ever since.",postpartum,postpartum,neutral
"I always reach out to the new mommies because that postpartum depression is so real, some days I still feel like I have it",postpartum,postpartum,neutral
The way I be feeling I just know Im finna have postpartum depression like a muthafucka. ã†å¾“éˆ²éˆ¾é””ï¿½,postpartum,postpartum,neutral
"@tsukinomukogawa No. When I was pregnant with your sister, I went through something called postpartum depression. Ever since then, and even through your birth, it has stuck with me. Occasionally I have what I call 'fits', or spasms of sorts, where I feel",postpartum,postpartum,neutral
"@pulte Im sure you wont even notice this. But Ive been suffering with postpartum depression since have my daughter 8 months ago. Ive been working non stop just to make ends meet. This would allow me the chance to work on my mental health, and ",postpartum,postpartum,neutral
The ppl that were there for me when I was going thru postpartum depression when I had my first kid will always have a special place in my heart.,postpartum,postpartum,neutral
I suffered postpartum depression with Presli and my friends drove down and stayed with me even though I would frequently isolate myself. I will never forget those moments and how truly blessed I was to have that support system.,postpartum,postpartum,neutral
I havent slept in weeks and now after birth its worse. Im in so much pain and postpartum depression is not a joke people have committed suicide because of it. Only women understand this.,postpartum,postpartum,neutral
@contentbymomina I have taken antidepressants several times. Currently on them for postpartum depression. Theyve really helped me but definitely recommend incorporating therapy in any depression treatment as well.,postpartum,postpartum,neutral
Cuz I just started thinking about it and I have postpartum depression. They would never let me get a permit if there were gun control,postpartum,postpartum,neutral
"Going through postpartum depression, I feel like everyone just became distant. I dont have any body to talk to 25/8. But the doctor did say I need to say away from negativity and thats all Ive been seeing. So I guess its a good thing æ§µæ§µæ§µæª®.",postpartum,postpartum,neutral
Got told today that I need to have more é‰self controlé‰‚ and be é‰strongeré‰‚ in regards to me struggling with my postpartum depression/hormones and mental health. ã‚´ just no. But alright.,postpartum,postpartum,neutral
"today was just not a good day, just got home and cried. I have been going through so much these past few months, from postpartum depression to finding out something more serious could be happening to my baby, man, my kids really be why I push through all this, I be tired AF manæ§—",postpartum,postpartum,neutral
I have a bit of postpartum depression. Will be cranky I worry that I will not be able to give my daughter the perfect education and diet. My husband told me that we will do our best to give her the best. I don't think many things need to worry too much! Mindset is very important!,postpartum,postpartum,neutral
@TheBipolarEye Plus I'd probably have to go off all my meds and i think I've found an antidepressant that actually works. Been on it since Sunday. I very much believe postpartum depression unmedicated would end my life,postpartum,postpartum,neutral
Never been the type to post how Im feeling but these last few weeks have been so chaotic and then i had a mental breakdown on top of dealing with postpartum depression on top of me and my family falling out so Im just at a point rn where I just wannaçŒž.idkã‚±,postpartum,postpartum,neutral
everyone in my family wants me to be ok and mentally stable but I have such bad postpartum depression and birth trauma rn. Topped with my mom trying to k*ll herself twice in the last month. I cry everyday. Im not ok,postpartum,postpartum,neutral
I suffered with this thing while battling Postpartum Depressionæ§˜ I have never felt despair and terror stricken in my life like that period Subhanallah. May I never go through something like that ever again. Worst time of my life unarguably.,postpartum,postpartum,neutral
I have started writing my feelings in my notepad in my phone and I swear it helps a lot with my postpartum depression æª¹å¾“æŒ´,postpartum,postpartum,neutral
@angel_0f_deathx I lost so much supply bc work hated me pumping and bc of my postpartum depression bc I was at work. I was sooooo desperate to BF bc it was the one thing I was told what the best thing for her that I could do I couldnt have a natural bi,postpartum,postpartum,neutral
"@roAnne i had postpartum depression, too. It was really bad. Its the main reason why I didnt have more kids. Youre taking the right steps - Im so proud of you!",postpartum,postpartum,neutral
@ImJustIndy I remember feeling that way. I suffered postpartum depression for a year and a half and then suddenly there was a shift. If you have a good support system who you trust to watch your baby try to get dressed and go out and enjoy yourself.,postpartum,postpartum,neutral
"Breast feeding was an ultra marathon that I have no desire to repeat. It sent me to depths of postpartum depression that were, frankly, dangerous. I cried every day. My breasts were always sore, I couldnt sleep for more than a few hours at a time for a YEAR.",postpartum,postpartum,neutral
"@Cevasco_Carla @Karnythia Without formula, my twins wouldn't have survived. I had a hospital grade pump, lactation consultant, etc and never could produce more than an ounce or two max. I also has severe postpartum depression which made it difficult to fo",postpartum,postpartum,neutral
"i'm a high risk for postpartum depression and postpartum psychosis. if i got pregnant, i'd have to stop my mental health meds or be thrown in jail (i guess) when i eventually miscarried due to their teratogenic effects. abortion access is also a mental health issue",postpartum,postpartum,neutral
She kind of just made me feel like shit for being nervous of my body change. She also made it sound like women who have postpartum depression shouldnt have had kids eitherçŒž. I suffer from postpartum depression.,postpartum,postpartum,neutral
@nap___queen My postpartum depression was centered on this. Feed your baby however you can. I have two who are now young adults who are happy and healthy. Thank God for feeding alternatives!,postpartum,postpartum,neutral
@Kerrisue1985 @agenderfox To the hormones during and after. My god postpartum depression recked me. This time Im in way more physical pain but my moods have been perfect.,postpartum,postpartum,neutral
"@CorruptedMrData I took so off for postpartum depression back in 2002, made me have some vertigo but it helped to kick the baby blues that I had! Hope it helps you get back to yourself!",postpartum,postpartum,neutral
"@nap___queen I wish I could go back and just go full formula for my first and second. It would have saved me so much stress/anxiety. It may have lessened my postpartum depression after my second.
 
 Please, don't add more hardships on yourself. é‰‚ï¿½",postpartum,postpartum,neutral
"@marcuslemonis 100%, mental health is often viewed as taboo but we should openly speak about it. Im manic depressive and currently have postpartum depression and dont often tell people about it.",postpartum,postpartum,neutral
"Postpartum Depression hit me like a wall of bricks. I didn't even know at that time how bad my mental health was getting. The only thing that brought me happiness was my son. Thankful I have an amazing support system to help me through these times. 
 
 continue*",postpartum,postpartum,neutral
"@Julie2477 It actually got to a point where despite showing zero signs of postpartum depression, I was sent to a program of ppl with it (+ birth trauma which, while my kid's birth was complicated I DID NOT HAVE) - bc it was all that was avail  you",postpartum,postpartum,neutral
You mean i could have cured my postpartum depression the thing caused by a hormonal imbalance in my brain by being a best friend to myself wow why didn't i know this sooner throwing out my meds as we speak æ§,postpartum,postpartum,neutral
"I have always hated this photo because I was into the thick of it with postpartum depression. But because Nasir cried damn near the whole shoot (5 hours), its the only one we got with us together æ¨€éˆ²æŒ® https://t.co/aaTql8CHxI",postpartum,postpartum,neutral
I feel like I have no accomplishments to show for myself ã‚ºã‚º trying not to beat myself and stay tf away from postpartum depression !!!!!,postpartum,postpartum,neutral
@MalumeThanos @itsOnly_Jessica I fell into postpartum depression with a great partner and a great father.. The support I have is great buh bringing up a whole human being up is alot of work.. Amd making sure that they survive as in they don't die is anoth,postpartum,postpartum,neutral
"Maybe that's why it took MONTHS for me to come to terms with the fact that I did, in fact, have very, very bad postpartum depression. I got lucky - it wasn't as bad as it CAN get, and I was eventually able to claw my way out of it. Not everyone can.",postpartum,postpartum,neutral
"help myself. Ive been trying to help myself silently for months now. If I could flip a switch in my brain I would.
 Thats the stigma around mental health. Especially postpartum depression Ive found. I know I have a baby who is dependent on me. Trust me. I know.",postpartum,postpartum,neutral
I swear I still have postpartum depression issues..,postpartum,postpartum,neutral
This is me æ§¶ I actually thought I have postpartum depression yet again the way my head wasnt functioning these past couple of weeks,postpartum,postpartum,neutral
@iPozisa_Africa @RachelZimkhitha @itsOnly_Jessica Yeah and the postpartum depression æ§³ i have never recovered from it so its tough i wont lie,postpartum,postpartum,neutral
"Im such an overachiever that I got my é‰postpartumé‰‚ depression 6 weeks early!! It sucks but I have good support and am working through it. 
 
 I cant even imagine how much worse this would be if I were being forced to carry this baby to term against my will. #AbortionIsHealthcare",postpartum,postpartum,neutral
All the time. I had postpartum depression after my 1st. No one is saying you should have a back alley abortion. But you should hear from the legions of women who wish they could undo that decision,postpartum,postpartum,neutral
A horrible take. I have never been more pro-abortion than now as a mother. Motherhood is hard as fuck and no one should be forced into it. My kid is 17 months old and Im still taking antidepressants bc of postpartum depression from a baby I decided to have. Do better. https://t.co/5Z2lzSHJ79,postpartum,postpartum,neutral
"é‰I have Postpartum Depressioné‰‚ by Christal dawn
 https://t.co/fiOidIj8oH https://t.co/qBvQ9U84ae",postpartum,postpartum,neutral
"@simpingforlikes Have grace for yourself, I cant imagine how hard it is to face postpartum depression and navigate parenting with a partner. The biggest thing is you had this realization, Im sure youre a great mom and your daughter appreciates al",postpartum,postpartum,neutral
@learnbodylit fuckçŒž this makes me feel like Im def gonna have postpartum depression,postpartum,postpartum,neutral
Ive been self reflecting a lot and I had postpartum depression until last year of Nov 2021  I cant honestly thank my job/work environment for getting me out that funk because I really have been happier.,postpartum,postpartum,neutral
Postpartum depression has included me being in bed all day and trying not to sleep because I have dreams of my baby dying every time,postpartum,postpartum,neutral
@oldturtle77 @_lennyw_ @monstermommaa I actually did have postpartum depression right after giving birth to my second! Im okay now I was just completely overwhelmed and wasnt processing it well. but yes! super important to talk to your Dr.,postpartum,postpartum,neutral
"postpartum depression is so crazy, I have all the support in the world and it still hits so hard",postpartum,postpartum,neutral
"@CindyDT I had really terrible postpartum depression with my first kid and since I was the first out of my friend group to have kids, I pretty much was constantly checking in on my friends to see if they were ok, and MOST OF THEM WEREN'T.",postpartum,postpartum,neutral
I really dont know who I would be if I didnt have the support I had while dealing with postpartum depression. I be at work talking to some of these young women and I feel like Im talking to myself æ§™ its heart work but its really HARD.,postpartum,postpartum,neutral
@kobiesun_ I have postpartum depression,postpartum,postpartum,neutral
Yall lucky Im not going through postpartum depression cause the way yall in these comments tripping cause who I chose to have a baby with is INSANE. Yall are literally crazy.,postpartum,postpartum,neutral
"Its breaking me low key.. that i may have this postpartum depression; anxiety and its making my bpd so much worse. . Monday cant come soon enough for me , somethings gotta give æª¹å¾ã‚º",postpartum,postpartum,neutral
"I also was coming out of a deep, dark postpartum depression. I knew I needed something more, and I knew I would have to go back to school, but I just didn't know what to do. Walking into that building, seeing the exhibits and the reading room, it all just clicked. 4/?",postpartum,postpartum,neutral
I dont think I would have survived my postpartum depression with my last living situation. That was enough for me to leave.,postpartum,postpartum,neutral
I have postpartum depression from kinning the lady from the yellow wallpaper,postpartum,postpartum,neutral
"@Louisa1496 I also experienced postpartum depression and definitely related to Clara here. And to Esther, because it took me 4 years to get pregnant. Lily and Charlotte are freaking amazing this season. I love what the writers have done.",postpartum,postpartum,neutral
@JustAMomNamedMP I would not have made it through extreme postpartum depression without them. çŽ,postpartum,postpartum,neutral
My postpartum depression actually hasnt been bad in months. I have my days every now  then but its rare. Im happy about it,postpartum,postpartum,neutral
"@RooibosandRose @MamaWeasleyy @Brittanykahn23 Since giving birth to my son 7 months ago, I have had to do those postpartum depression surveys and I kept saying to the staff, é‰this should really be a pandemic depression surveyé‰‚. None of my answers were",postpartum,postpartum,neutral
"I thought after a year, that postpartum depression would have gone away by now. But nope, its still here  louder than ever ã‚²",postpartum,postpartum,neutral
Either way I'm gonna have postpartum depression. The odds are against me as always,postpartum,postpartum,neutral
I was going through the worst postpartum depression and I watched this show easily 4x and bawled my eyes out. Fleabag will always have a special place in my heart and if I could ever recommend a show to watch its this show.,postpartum,postpartum,neutral
